Timestamp_ms,CH1_V,CH2_V,CH3_V,CH4_V
0.0,-0.0001901388168334961,-0.00014469027519226074,0.0002586841583251953,0.007741153240203857
0.0,-0.00019356608390808105,-0.00015169382095336914,0.000247955322265625,0.007744133472442627
1.0,-0.0001971423625946045,-0.00016123056411743164,0.0002695620059967041,0.007734149694442749
2.0,-0.0001932680606842041,-0.00015482306480407715,0.0002650916576385498,0.007729828357696533
3.0,-0.00020131468772888184,-0.00016003847122192383,0.00026673078536987305,0.007720887660980225
4.0,-0.0001958012580871582,-0.00016823410987854004,0.00027060508728027344,0.007713288068771362
5.0,-0.00020742416381835938,-0.00016674399375915527,0.0002792477607727051,0.007707178592681885
6.0,-0.00020548701286315918,-0.00016614794731140137,0.00028774142265319824,0.007723867893218994
7.0,-0.00021263957023620605,-0.00016361474990844727,0.0002862513065338135,0.007722377777099609
8.0,-0.0002111494541168213,-0.00016838312149047852,0.0002898275852203369,0.007734447717666626
9.0,-0.00020906329154968262,-0.0001677870750427246,0.0002913177013397217,0.0077211856842041016
10.0,-0.00022009015083312988,-0.00018775463104248047,0.00029355287551879883,0.007722228765487671
11.0,-0.00023320317268371582,-0.00017940998077392578,0.00030100345611572266,0.007723420858383179
12.0,-0.00022470951080322266,-0.00018194317817687988,0.0003018975257873535,0.007713586091995239
13.0,-0.00023871660232543945,-0.00017240643501281738,0.0003013014793395996,0.007695406675338745
14.0,-0.0002224743366241455,-0.00017762184143066406,0.00030666589736938477,0.007713586091995239
15.0,-0.00024363398551940918,-0.00017642974853515625,0.00031679868698120117,0.007700920104980469
16.0,-0.0002452731132507324,-0.00018075108528137207,0.00033080577850341797,0.007705092430114746
17.0,-0.0002524256706237793,-0.00018984079360961914,0.00032380223274230957,0.007681697607040405
18.0,-0.00024765729904174805,-0.00019535422325134277,0.00033348798751831055,0.007697790861129761
18.0,-0.0002580881118774414,-0.00019669532775878906,0.0003293156623840332,0.007691234350204468
19.0,-0.0002677738666534424,-0.00020131468772888184,0.00033333897590637207,0.007700324058532715
20.0,-0.00027000904083251953,-0.0002117455005645752,0.00033721327781677246,0.007694363594055176
21.0,-0.00026851892471313477,-0.00021591782569885254,0.00034242868423461914,0.0077120959758758545
22.0,-0.0002859532833099365,-0.00022679567337036133,0.00034928321838378906,0.007698684930801392
23.0,-0.0002859532833099365,-0.00023230910301208496,0.0003577768802642822,0.007708370685577393
24.0,-0.0002880394458770752,-0.00024124979972839355,0.00035688281059265137,0.007683932781219482
25.0,-0.000289231538772583,-0.0002491474151611328,0.00036209821701049805,0.00768616795539856
26.0,-0.0002962350845336914,-0.00025451183319091797,0.00036031007766723633,0.007669031620025635
27.0,-0.0002931058406829834,-0.00025704503059387207,0.0003676116466522217,0.007657408714294434
28.0,-0.00030815601348876953,-0.0002664327621459961,0.00036895275115966797,0.0076451897621154785
29.0,-0.00029355287551879883,-0.00027179718017578125,0.0003884732723236084,0.00765189528465271
30.0,-0.0003160536289215088,-0.0002835690975189209,0.00038191676139831543,0.007651597261428833
