Timestamp_ms,CH1_V,CH2_V,CH3_V,CH4_V
0.0,0.0008858740329742432,0.0009948015213012695,-7.68899917602539e-05,0.002498924732208252
1.0,0.0008717179298400879,0.0010032951831817627,-7.957220077514648e-05,0.002529323101043701
1.0,0.0008706748485565186,0.0009937584400177002,-0.0001023709774017334,0.002539008855819702
2.0,0.0008636713027954102,0.00098496675491333,-0.00010132789611816406,0.002572089433670044
3.0,0.0008596479892730713,0.0009565055370330811,-0.00011131167411804199,0.0025638937950134277
4.0,0.000852048397064209,0.0009566545486450195,-0.0001278519630432129,0.002561509609222412
5.0,0.0008569657802581787,0.0009520351886749268,-0.0001245737075805664,0.0025637447834014893
6.0,0.0008651614189147949,0.0009486079216003418,-0.000136643648147583,0.002588927745819092
7.0,0.0008691847324371338,0.000934302806854248,-0.00014141201972961426,0.0026054680347442627
8.0,0.0008727610111236572,0.0009271502494812012,-0.00015154480934143066,0.0026367604732513428
9.0,0.0008615851402282715,0.0009079277515411377,-0.00016376376152038574,0.0026422739028930664
10.0,0.0008787214756011963,0.000903010368347168,-0.0001646578311920166,0.0026692450046539307
11.0,0.0008726119995117188,0.0008915364742279053,-0.00015020370483398438,0.002669394016265869
12.0,0.0008910894393920898,0.0008909404277801514,-0.00017195940017700195,0.002707540988922119
13.0,0.0008954107761383057,0.0008852779865264893,-0.00017181038856506348,0.0026974081993103027
14.0,0.0009085237979888916,0.0008654594421386719,-0.00016510486602783203,0.0027154386043548584
15.0,0.000922083854675293,0.000867992639541626,-0.00016793608665466309,0.0027136504650115967
16.0,0.0009383261203765869,0.0008630752563476562,-0.0001728534698486328,0.002727806568145752
17.0,0.0009544193744659424,0.0008793175220489502,-0.00017940998077392578,0.0027322769165039062
18.0,0.0009766221046447754,0.0008775293827056885,-0.00017940998077392578,0.0027404725551605225
19.0,0.0009846687316894531,0.0008779764175415039,-0.00016793608665466309,0.0027364492416381836
19.0,0.001001209020614624,0.000867992639541626,-0.0001811981201171875,0.0027404725551605225
20.0,0.001007765531539917,0.0008752942085266113,-0.00016987323760986328,0.002744346857070923
21.0,0.0010332465171813965,0.0008720159530639648,-0.00017136335372924805,0.00275537371635437
22.0,0.0010572373867034912,0.0008888542652130127,-0.00016301870346069336,0.0027552247047424316
23.0,0.0010864436626434326,0.0008976459503173828,-0.00016540288925170898,0.0027495622634887695
24.0,0.0011116266250610352,0.0009106099605560303,-0.00016793608665466309,0.0027482211589813232
25.0,0.0011263787746429443,0.0009097158908843994,-0.00016137957572937012,0.002747178077697754
26.0,0.001127868890762329,0.0009076297283172607,-0.00016540288925170898,0.002762526273727417
27.0,0.0011405348777770996,0.0009185075759887695,-0.00016227364540100098,0.002762824296951294
28.0,0.0011564791202545166,0.0009384751319885254,-0.00015601515769958496,0.002765357494354248
29.0,0.001173168420791626,0.0009416043758392334,-0.00015929341316223145,0.002764463424682617
30.0,0.001194775104522705,0.0009462237358093262,-0.00015154480934143066,0.00278279185295105
31.0,0.0011949241161346436,0.0009500980377197266,-0.00015810132026672363,0.002766549587249756
32.0,0.001192241907119751,0.0009578466415405273,-0.000152587890625,0.0027769804000854492
33.0,0.0012151896953582764,0.0009706616401672363,-0.00015631318092346191,0.0027677416801452637
34.0,0.001220703125,0.0009655952453613281,-0.00015780329704284668,0.0027826428413391113
35.0,0.001220107078552246,0.0009806454181671143,-0.00016227364540100098,0.0027479231357574463
36.0,0.0012290477752685547,0.0009813904762268066,-0.00015795230865478516,0.0027672946453094482
37.0,0.0012218952178955078,0.0009967386722564697,-0.00015944242477416992,0.0027632713317871094
37.0,0.001236051321029663,0.0009989738464355469,-0.00016808509826660156,0.002774447202682495
38.0,0.0012286007404327393,0.0010052323341369629,-0.00015780329704284668,0.0027708709239959717
39.0,0.001239478588104248,0.0010159611701965332,-0.00016063451766967773,0.00279158353805542
40.0,0.0012417137622833252,0.0010223686695098877,-0.00017538666725158691,0.002766549587249756
41.0,0.001236945390701294,0.0010289251804351807,-0.00017702579498291016,0.0027830898761749268
42.0,0.0012464821338653564,0.0010423362255096436,-0.00017747282981872559,0.002755671739578247
43.0,0.0012384355068206787,0.0010319054126739502,-0.00017210841178894043,0.002788752317428589
44.0,0.0012324750423431396,0.0010472536087036133,-0.00016897916793823242,0.00276029109954834
45.0,0.0012286007404327393,0.0010451674461364746,-0.00018551945686340332,0.0027701258659362793
46.0,0.0012291967868804932,0.0010472536087036133,-0.0001767277717590332,0.002750903367996216
47.0,0.0012205541133880615,0.001049339771270752,-0.0001773238182067871,0.0027686357498168945
48.0,0.0012299418449401855,0.001042485237121582,-0.0001882016658782959,0.0027385354042053223
49.0,0.0012291967868804932,0.0010429322719573975,-0.00019937753677368164,0.0027407705783843994
50.0,0.001229792833328247,0.0010541081428527832,-0.00019341707229614258,0.002706199884414673
51.0,0.0012364983558654785,0.0010426342487335205,-0.00019937753677368164,0.0027051568031311035
52.0,0.0012278556823730469,0.001030266284942627,-0.00019028782844543457,0.0026658177375793457
53.0,0.0012202560901641846,0.0010198354721069336,-0.0001823902130126953,0.0026898086071014404
54.0,0.0012165307998657227,0.0010088086128234863,-0.00018745660781860352,0.0026641786098480225
55.0,0.0012125074863433838,0.0010186433792114258,-0.00018298625946044922,0.0026823580265045166
55.0,0.0012058019638061523,0.001011490821838379,-0.00018328428268432617,0.0026661157608032227
56.0,0.0011971592903137207,0.0009964406490325928,-0.00016883015632629395,0.0026564300060272217
57.0,0.0011965632438659668,0.001008063554763794,-0.0001730024814605713,0.00260770320892334
58.0,0.0011849403381347656,0.0009916722774505615,-0.00016734004020690918,0.0025969743728637695
59.0,0.0011824071407318115,0.000994652509689331,-0.00015467405319213867,0.002539604902267456
60.0,0.001181960105895996,0.0009985268115997314,-0.0001513957977294922,0.002564936876296997
61.0,0.0011807680130004883,0.000994950532913208,-0.00014677643775939941,0.002539604902267456
62.0,0.0011701881885528564,0.0009873509407043457,-0.0001512467861175537,0.0025419890880584717
63.0,0.0011602044105529785,0.0009781122207641602,-0.00014081597328186035,0.002507418394088745
64.0,0.0011564791202545166,0.0009711086750030518,-0.00012636184692382812,0.002503693103790283
